zone_id,timestamp,river_level,rainfall
Zone_A,2026-06-06T00:00:00,,49.52
Zone_A,2026-06-06T01:00:00,16.43,34.12
Zone_A,2026-06-06T02:00:00,15.99,20.81
Zone_A,2026-06-06T03:00:00,15.36,15.23
Zone_A,2026-06-06T04:00:00,15.35,26.3
Zone_A,2026-06-06T05:00:00,14.8,15.38
Zone_A,2026-06-06T05:00:00,14.8,15.38
Zone_A,2026-06-06T06:00:00,,13.54
Zone_A,2026-06-06T07:00:00,13.91,21.81
Zone_A,2026-06-06T08:00:00,14.62,37.3
Zone_A,2026-06-06T09:00:00,15.4,
Zone_A,2026-06-06T10:00:00,14.57,10.17
Zone_A,2026-06-06T11:00:00,15.39,44.01
Zone_A,2026-06-06T12:00:00,,12.32
Zone_A,2026-06-06T12:00:00,,12.32
ZONE_A,2026-06-06T13:00:00,14.35,22.47
zone_a,2026-06-06T14:00:00,15.53,48.97
Zone_A,2026-06-06T15:00:00,14.81,13.02
Zone_A,2026-06-06T16:00:00,14.03,12.49
Zone_A,2026-06-06T17:00:00,15.08,41.73
Zone_A,2026-06-06T18:00:00,16.12,49.09
Zone_A,2026-06-06T19:00:00,16.17,29.24
Zone_A,2026-06-06T20:00:00,,-999.0
ZONE_A,2026-06-06T21:00:00,15.43,0.46
Zone_A,2026-06-06T22:00:00,14.12,
Zone_A,2026-06-06T23:00:00,12.66,0.93
Zone_A,2026-06-07T00:00:00,11.63,2.51
ZONE_A,2026-06-07T01:00:00,10.72,1.37
Zone_A,2026-06-07T02:00:00,9.85,0.4
zone_a,2026-06-07T03:00:00,9.2,0.87
zone_a,2026-06-07T04:00:00,8.45,1.08
zone_a,2026-06-07T05:00:00,7.82,0.68
Zone_A,2026-06-07T06:00:00,7.3,0.75
ZONE_A,2026-06-07T07:00:00,5000.0,0.42
Zone_A,2026-06-07T08:00:00,6.15,
Zone_A,2026-06-07T09:00:00,5.79,0.93
Zone_A,2026-06-07T10:00:00,5.34,0.72
Zone_A,2026-06-07T11:00:00,5.03,1.45
Zone_A,2026-06-07T12:00:00,5.03,2.76
zone_a,2026-06-07T13:00:00,4.58,0.22
Zone_A,2026-06-07T14:00:00,4.36,1.06
Zone_A,2026-06-07T15:00:00,5000.0,1.65
Zone_A,2026-06-07T16:00:00,4.15,
Zone_A,2026-06-07T17:00:00,3.94,
Zone_A,2026-06-07T18:00:00,3.99,2.91
Zone_A,2026-06-07T19:00:00,3.89,2.0
Zone_A,2026-06-07T20:00:00,3.91,3.18
Zone_A,2026-06-07T21:00:00,5000.0,-999.0
Zone_A,2026-06-07T22:00:00,,
ZONE_A,2026-06-07T23:00:00,3.3,
Zone_A,2026-06-08T00:00:00,3.37,5.27
Zone_A,2026-06-08T01:00:00,3.37,2.39
Zone_A,2026-06-08T02:00:00,3.01,1.54
Zone_A,2026-06-08T03:00:00,2.86,0.47
Zone_A,2026-06-08T04:00:00,3.13,7.41
Zone_A,2026-06-08T05:00:00,3.05,0.79
zone_a,2026-06-08T06:00:00,2.93,0.3
Zone_A,2026-06-08T07:00:00,3.14,1.54
Zone_A,2026-06-08T08:00:00,3.19,0.39
Zone_A,2026-06-08T09:00:00,3.21,0.31
Zone_A,2026-06-08T10:00:00,,1.97
ZONE_A,2026-06-08T11:00:00,3.06,1.82
Zone_A,2026-06-08T12:00:00,2.93,-999.0
Zone_A,2026-06-08T13:00:00,2.75,
Zone_A,2026-06-08T14:00:00,5000.0,5.88
Zone_A,2026-06-08T15:00:00,,0.93
Zone_A,2026-06-08T16:00:00,2.7,0.11
Zone_A,2026-06-08T17:00:00,2.79,0.71
Zone_A,2026-06-08T18:00:00,2.7,-999.0
Zone_A,2026-06-08T19:00:00,2.61,1.9
Zone_A,2026-06-08T20:00:00,2.6,3.47
Zone_A,2026-06-08T21:00:00,2.55,5.58
Zone_A,2026-06-08T22:00:00,2.35,0.34
Zone_A,2026-06-08T23:00:00,2.32,1.55
ZONE_A,2026-06-09T00:00:00,2.39,0.85
Zone_A,2026-06-09T01:00:00,2.38,0.37
Zone_A,2026-06-09T01:00:00,2.38,0.37
Zone_A,2026-06-09T02:00:00,5000.0,
ZONE_A,2026-06-09T03:00:00,2.42,3.57
Zone_A,2026-06-09T04:00:00,2.48,0.35
Zone_A,2026-06-09T05:00:00,2.65,4.52
Zone_A,2026-06-09T06:00:00,2.98,7.57
Zone_A,2026-06-09T07:00:00,3.17,4.41
Zone_A,2026-06-09T08:00:00,2.93,1.71
ZONE_A,2026-06-09T09:00:00,,-999.0
Zone_A,2026-06-09T10:00:00,2.68,0.14
ZONE_A,2026-06-09T11:00:00,2.62,2.61
Zone_A,2026-06-09T12:00:00,2.63,0.03
Zone_A,2026-06-09T13:00:00,3.08,10.84
Zone_A,2026-06-09T14:00:00,2.94,
zone_a,2026-06-09T15:00:00,2.94,1.76
ZONE_A,2026-06-09T16:00:00,,0.42
Zone_A,2026-06-09T17:00:00,2.97,
Zone_A,2026-06-09T18:00:00,3.01,3.36
Zone_A,2026-06-09T19:00:00,3.0,1.72
Zone_A,2026-06-09T20:00:00,3.1,0.17
Zone_A,2026-06-09T21:00:00,3.07,-999.0
Zone_A,2026-06-09T22:00:00,3.12,3.44
Zone_A,2026-06-09T23:00:00,3.11,0.51
zone_a,2026-06-10T00:00:00,5000.0,0.15
Zone_A,2026-06-10T01:00:00,3.18,0.26
zone_a,2026-06-10T02:00:00,3.07,0.82
Zone_A,2026-06-10T03:00:00,3.15,3.55
Zone_A,2026-06-10T04:00:00,3.59,11.33
Zone_A,2026-06-10T05:00:00,5000.0,1.61
Zone_A,2026-06-10T06:00:00,3.09,-999.0
Zone_A,2026-06-10T07:00:00,2.99,1.12
Zone_A,2026-06-10T08:00:00,,1.02
Zone_A,2026-06-10T09:00:00,3.08,1.39
Zone_A,2026-06-10T10:00:00,2.93,1.4
Zone_A,2026-06-10T11:00:00,2.78,3.31
Zone_A,2026-06-10T12:00:00,2.82,0.8
Zone_A,2026-06-10T13:00:00,2.85,1.59
Zone_A,2026-06-10T14:00:00,3.04,4.35
zone_a,2026-06-10T15:00:00,3.11,1.41
zone_a,2026-06-10T16:00:00,3.12,1.44
Zone_A,2026-06-10T17:00:00,2.92,2.57
zone_a,2026-06-10T18:00:00,2.88,3.24
Zone_A,2026-06-10T19:00:00,5000.0,0.54
Zone_A,2026-06-10T20:00:00,2.5,0.8
Zone_A,2026-06-10T21:00:00,2.39,-999.0
Zone_A,2026-06-10T22:00:00,2.45,1.4
Zone_A,2026-06-10T23:00:00,2.84,7.95
Zone_A,2026-06-11T00:00:00,2.66,0.28
Zone_A,2026-06-11T01:00:00,,1.88
Zone_A,2026-06-11T02:00:00,2.57,1.58
Zone_A,2026-06-11T03:00:00,2.61,0.84
Zone_A,2026-06-11T04:00:00,2.54,1.01
Zone_A,2026-06-11T05:00:00,2.45,1.29
ZONE_A,2026-06-11T06:00:00,2.64,2.6
Zone_A,2026-06-11T07:00:00,2.61,0.18
Zone_A,2026-06-11T08:00:00,2.64,2.54
Zone_A,2026-06-11T09:00:00,2.72,2.2
ZONE_A,2026-06-11T10:00:00,2.79,
zone_a,2026-06-11T11:00:00,2.76,3.63
Zone_A,2026-06-11T12:00:00,2.62,0.61
ZONE_A,2026-06-11T13:00:00,2.57,1.22
Zone_A,2026-06-11T14:00:00,2.58,1.85
Zone_A,2026-06-11T15:00:00,,1.29
Zone_A,2026-06-11T16:00:00,2.62,4.33
Zone_A,2026-06-11T17:00:00,2.48,0.98
zone_a,2026-06-11T18:00:00,2.4,0.52
Zone_A,2026-06-11T19:00:00,2.39,
Zone_A,2026-06-11T20:00:00,2.49,1.6
Zone_A,2026-06-11T21:00:00,2.65,5.62
Zone_A,2026-06-11T22:00:00,5000.0,
Zone_A,2026-06-11T23:00:00,2.61,0.65
zone_a,2026-06-12T00:00:00,2.62,-999.0
Zone_A,2026-06-12T01:00:00,2.38,1.04
zone_a,2026-06-12T02:00:00,2.49,1.72
Zone_A,2026-06-12T03:00:00,2.41,1.22
Zone_A,2026-06-12T04:00:00,2.16,0.76
ZONE_A,2026-06-12T05:00:00,2.09,0.06
Zone_A,2026-06-12T06:00:00,2.03,
Zone_A,2026-06-12T07:00:00,2.09,0.73
Zone_A,2026-06-12T08:00:00,2.07,2.0
ZONE_A,2026-06-12T09:00:00,2.13,2.07
Zone_A,2026-06-12T10:00:00,2.09,0.31
Zone_A,2026-06-12T11:00:00,2.33,3.6
ZONE_A,2026-06-12T12:00:00,2.55,3.45
Zone_A,2026-06-12T13:00:00,2.63,0.89
Zone_A,2026-06-12T14:00:00,2.58,2.22
zone_a,2026-06-12T15:00:00,2.57,0.42
Zone_A,2026-06-12T16:00:00,2.4,0.46
Zone_A,2026-06-12T17:00:00,2.29,0.07
Zone_A,2026-06-12T18:00:00,2.23,1.8
Zone_A,2026-06-12T19:00:00,2.38,2.26
Zone_A,2026-06-12T20:00:00,5000.0,2.13
Zone_A,2026-06-12T21:00:00,2.69,3.03
Zone_A,2026-06-12T22:00:00,2.7,2.54
Zone_A,2026-06-12T23:00:00,2.66,2.17
Zone_A,2026-06-13T00:00:00,,
Zone_A,2026-06-13T01:00:00,2.6,1.29
zone_a,2026-06-13T02:00:00,,0.35
Zone_A,2026-06-13T03:00:00,2.52,0.54
Zone_A,2026-06-13T04:00:00,2.55,1.2
Zone_A,2026-06-13T05:00:00,2.88,5.22
Zone_A,2026-06-13T06:00:00,2.94,4.46
zone_a,2026-06-13T07:00:00,2.92,3.49
ZONE_A,2026-06-13T08:00:00,3.07,4.77
Zone_A,2026-06-13T09:00:00,2.98,0.03
Zone_A,2026-06-13T10:00:00,3.01,1.97
Zone_A,2026-06-13T11:00:00,2.93,2.55
Zone_A,2026-06-13T12:00:00,2.93,1.41
zone_a,2026-06-13T13:00:00,3.09,5.96
ZONE_A,2026-06-13T14:00:00,3.06,2.47
Zone_A,2026-06-13T15:00:00,3.16,5.76
Zone_A,2026-06-13T16:00:00,,0.67
ZONE_A,2026-06-13T17:00:00,,1.73
Zone_A,2026-06-13T18:00:00,3.33,
Zone_A,2026-06-13T19:00:00,3.12,0.29
Zone_A,2026-06-13T20:00:00,2.89,
Zone_A,2026-06-13T21:00:00,2.69,1.98
Zone_A,2026-06-13T22:00:00,2.77,2.7
zone_a,2026-06-13T23:00:00,2.81,0.34
Zone_A,2026-06-14T00:00:00,2.84,1.65
Zone_A,2026-06-14T01:00:00,2.88,1.33
Zone_A,2026-06-14T02:00:00,2.61,
ZONE_A,2026-06-14T03:00:00,2.61,0.67
Zone_A,2026-06-14T04:00:00,2.61,2.24
Zone_A,2026-06-14T05:00:00,2.43,0.06
Zone_A,2026-06-14T06:00:00,,3.89
Zone_A,2026-06-14T07:00:00,,1.41
Zone_A,2026-06-14T08:00:00,5000.0,
Zone_A,2026-06-14T09:00:00,2.34,
Zone_A,2026-06-14T10:00:00,2.39,2.5
Zone_A,2026-06-14T10:00:00,2.39,2.5
Zone_A,2026-06-14T11:00:00,,6.76
Zone_A,2026-06-14T12:00:00,2.67,0.11
zone_a,2026-06-14T13:00:00,,1.62
ZONE_A,2026-06-14T14:00:00,2.66,-999.0
ZONE_A,2026-06-14T15:00:00,,
Zone_A,2026-06-14T16:00:00,2.4,0.1
zone_a,2026-06-14T17:00:00,2.53,5.52
Zone_A,2026-06-14T18:00:00,2.65,3.3
Zone_A,2026-06-14T19:00:00,,4.53
Zone_A,2026-06-14T20:00:00,2.96,4.48
ZONE_A,2026-06-14T21:00:00,2.97,-999.0
ZONE_A,2026-06-14T22:00:00,2.84,0.95
Zone_A,2026-06-14T23:00:00,2.54,0.19
Zone_A,2026-06-15T00:00:00,2.66,3.96
Zone_A,2026-06-15T01:00:00,2.56,0.35
Zone_A,2026-06-15T02:00:00,2.44,0.11
Zone_A,2026-06-15T03:00:00,2.15,0.23
Zone_A,2026-06-15T04:00:00,2.47,2.47
Zone_A,2026-06-15T05:00:00,,4.92
Zone_A,2026-06-15T06:00:00,,4.81
Zone_A,2026-06-15T07:00:00,2.44,0.42
zone_a,2026-06-15T08:00:00,2.37,-999.0
ZONE_A,2026-06-15T09:00:00,2.52,
Zone_A,2026-06-15T10:00:00,2.49,-999.0
Zone_A,2026-06-15T11:00:00,2.54,2.43
Zone_A,2026-06-15T12:00:00,2.67,2.95
ZONE_A,2026-06-15T13:00:00,2.58,0.41
zone_a,2026-06-15T14:00:00,2.75,2.75
Zone_A,2026-06-15T15:00:00,2.73,1.54
Zone_A,2026-06-15T16:00:00,2.82,3.25
Zone_A,2026-06-15T17:00:00,2.68,0.4
zone_a,2026-06-15T18:00:00,2.73,
Zone_A,2026-06-15T19:00:00,2.67,0.42
Zone_A,2026-06-15T20:00:00,2.79,0.66
Zone_A,2026-06-15T21:00:00,2.77,2.94
Zone_A,2026-06-15T22:00:00,,0.55
Zone_A,2026-06-15T23:00:00,2.72,1.39
Zone_A,2026-06-16T00:00:00,2.57,0.41
Zone_A,2026-06-16T01:00:00,2.32,-999.0
zone_a,2026-06-16T02:00:00,,4.91
Zone_A,2026-06-16T03:00:00,5000.0,0.88
Zone_A,2026-06-16T04:00:00,,1.57
Zone_A,2026-06-16T05:00:00,,3.58
Zone_A,2026-06-16T06:00:00,2.63,2.43
ZONE_A,2026-06-16T07:00:00,2.47,0.62
Zone_A,2026-06-16T08:00:00,2.34,3.79
Zone_A,2026-06-16T09:00:00,2.66,8.7
Zone_A,2026-06-16T10:00:00,2.63,0.14
Zone_A,2026-06-16T11:00:00,2.81,2.34
Zone_A,2026-06-16T12:00:00,2.65,2.04
ZONE_A,2026-06-16T13:00:00,2.72,0.97
Zone_A,2026-06-16T14:00:00,2.57,1.03
Zone_A,2026-06-16T15:00:00,2.66,0.28
Zone_A,2026-06-16T16:00:00,2.79,1.41
ZONE_A,2026-06-16T17:00:00,2.73,
zone_a,2026-06-16T18:00:00,2.67,2.66
Zone_A,2026-06-16T19:00:00,5000.0,4.97
Zone_A,2026-06-16T20:00:00,3.4,11.92
Zone_A,2026-06-16T21:00:00,3.45,7.1
Zone_A,2026-06-16T22:00:00,3.07,0.05
Zone_A,2026-06-16T23:00:00,2.96,
Zone_A,2026-06-17T00:00:00,3.06,0.15
zone_a,2026-06-17T01:00:00,3.01,0.65
ZONE_A,2026-06-17T02:00:00,3.36,
Zone_A,2026-06-17T03:00:00,3.2,0.16
Zone_A,2026-06-17T04:00:00,2.98,0.44
Zone_A,2026-06-17T05:00:00,2.86,-999.0
Zone_A,2026-06-17T05:00:00,2.86,-999.0
zone_a,2026-06-17T06:00:00,2.66,0.08
Zone_A,2026-06-17T07:00:00,2.56,0.88
Zone_A,2026-06-17T08:00:00,2.53,0.97
ZONE_A,2026-06-17T09:00:00,2.59,1.06
Zone_A,2026-06-17T10:00:00,,-999.0
Zone_A,2026-06-17T11:00:00,2.58,1.17
Zone_A,2026-06-17T12:00:00,2.47,
Zone_A,2026-06-17T13:00:00,2.55,3.45
ZONE_A,2026-06-17T14:00:00,2.43,0.65
Zone_A,2026-06-17T15:00:00,2.46,2.03
Zone_A,2026-06-17T16:00:00,2.4,2.13
Zone_A,2026-06-17T17:00:00,2.28,1.19
Zone_A,2026-06-17T18:00:00,2.26,
Zone_A,2026-06-17T19:00:00,2.18,0.39
Zone_A,2026-06-17T20:00:00,2.34,1.14
ZONE_A,2026-06-17T21:00:00,2.4,3.97
Zone_A,2026-06-17T22:00:00,2.29,1.38
Zone_A,2026-06-17T23:00:00,2.48,1.88
Zone_A,2026-06-18T00:00:00,2.55,0.58
Zone_A,2026-06-18T01:00:00,2.63,3.39
Zone_A,2026-06-18T02:00:00,2.58,5.5
Zone_A,2026-06-18T03:00:00,5000.0,0.73
zone_a,2026-06-18T04:00:00,2.53,0.27
Zone_A,2026-06-18T05:00:00,5000.0,4.89
Zone_A,2026-06-18T06:00:00,2.78,1.89
Zone_A,2026-06-18T07:00:00,2.8,0.15
Zone_A,2026-06-18T08:00:00,,0.82
Zone_A,2026-06-18T09:00:00,2.42,1.25
Zone_A,2026-06-18T10:00:00,2.37,3.54
Zone_A,2026-06-18T11:00:00,2.36,1.01
Zone_A,2026-06-18T12:00:00,2.47,1.86
Zone_A,2026-06-18T13:00:00,2.51,-999.0
zone_a,2026-06-18T14:00:00,2.37,0.44
Zone_A,2026-06-18T15:00:00,2.45,3.08
Zone_A,2026-06-18T16:00:00,2.36,0.7
Zone_A,2026-06-18T17:00:00,2.12,0.4
Zone_A,2026-06-18T18:00:00,2.13,1.81
Zone_A,2026-06-18T19:00:00,2.36,
Zone_A,2026-06-18T20:00:00,,0.19
Zone_A,2026-06-18T21:00:00,2.35,0.98
Zone_A,2026-06-18T22:00:00,2.44,
Zone_A,2026-06-18T23:00:00,2.5,2.04
zone_a,2026-06-19T00:00:00,2.56,1.86
Zone_A,2026-06-19T01:00:00,2.48,
Zone_A,2026-06-19T02:00:00,2.65,1.62
Zone_A,2026-06-19T03:00:00,2.68,1.86
Zone_A,2026-06-19T04:00:00,2.53,0.78
Zone_A,2026-06-19T05:00:00,2.47,2.58
Zone_A,2026-06-19T06:00:00,2.34,1.45
Zone_A,2026-06-19T07:00:00,2.42,3.14
zone_a,2026-06-19T08:00:00,2.37,1.67
Zone_A,2026-06-19T09:00:00,5000.0,2.32
Zone_A,2026-06-19T10:00:00,1.92,0.72
zone_a,2026-06-19T11:00:00,2.0,0.04
Zone_A,2026-06-19T12:00:00,2.16,
Zone_A,2026-06-19T13:00:00,2.29,-999.0
Zone_A,2026-06-19T14:00:00,2.21,0.16
Zone_A,2026-06-19T15:00:00,2.29,1.91
Zone_A,2026-06-19T16:00:00,2.38,1.24
Zone_A,2026-06-19T17:00:00,2.34,-999.0
Zone_A,2026-06-19T18:00:00,5000.0,2.06
Zone_A,2026-06-19T19:00:00,2.58,5.37
Zone_A,2026-06-19T20:00:00,2.65,2.15
zone_a,2026-06-19T21:00:00,2.52,0.31
zone_a,2026-06-19T22:00:00,2.39,0.45
Zone_A,2026-06-19T23:00:00,2.59,2.81
Zone_A,2026-06-20T00:00:00,2.51,1.72
Zone_A,2026-06-20T01:00:00,2.63,2.14
Zone_A,2026-06-20T02:00:00,2.54,0.44
Zone_A,2026-06-20T03:00:00,2.6,2.03
ZONE_A,2026-06-20T04:00:00,2.31,0.01
zone_a,2026-06-20T05:00:00,2.38,5.82
Zone_A,2026-06-20T06:00:00,2.21,1.78
Zone_A,2026-06-20T07:00:00,2.21,0.82
ZONE_A,2026-06-20T08:00:00,2.12,0.37
Zone_A,2026-06-20T09:00:00,,
zone_a,2026-06-20T10:00:00,2.25,1.55
Zone_A,2026-06-20T11:00:00,2.27,
Zone_A,2026-06-20T12:00:00,2.2,2.52
Zone_A,2026-06-20T13:00:00,2.11,
Zone_A,2026-06-20T14:00:00,5000.0,0.1
Zone_A,2026-06-20T15:00:00,,0.02
Zone_A,2026-06-20T16:00:00,1.87,0.23
Zone_A,2026-06-20T17:00:00,,0.7
Zone_A,2026-06-20T18:00:00,1.89,0.32
Zone_A,2026-06-20T18:00:00,1.89,0.32
Zone_A,2026-06-20T19:00:00,2.04,4.24
Zone_A,2026-06-20T20:00:00,1.78,1.25
Zone_A,2026-06-20T21:00:00,1.76,0.42
Zone_A,2026-06-20T22:00:00,,3.72
Zone_A,2026-06-20T23:00:00,1.65,2.03
Zone_A,2026-06-21T00:00:00,1.68,1.03
Zone_A,2026-06-21T01:00:00,1.75,2.69
Zone_A,2026-06-21T02:00:00,1.76,2.67
Zone_A,2026-06-21T03:00:00,1.83,0.1
Zone_A,2026-06-21T04:00:00,2.2,3.05
Zone_A,2026-06-21T05:00:00,2.24,0.5
Zone_A,2026-06-21T06:00:00,2.12,0.67
Zone_A,2026-06-21T07:00:00,1.97,1.2
Zone_A,2026-06-21T08:00:00,2.22,6.77
Zone_A,2026-06-21T09:00:00,2.37,-999.0
Zone_A,2026-06-21T10:00:00,2.56,4.32
zone_a,2026-06-21T11:00:00,2.36,-999.0
Zone_A,2026-06-21T12:00:00,2.38,1.96
Zone_A,2026-06-21T13:00:00,2.48,2.95
Zone_A,2026-06-21T13:00:00,2.48,2.95
ZONE_A,2026-06-21T14:00:00,2.7,1.79
Zone_A,2026-06-21T15:00:00,2.83,4.83
Zone_A,2026-06-21T16:00:00,2.83,2.24
ZONE_A,2026-06-21T17:00:00,,4.99
Zone_A,2026-06-21T18:00:00,3.19,4.08
Zone_A,2026-06-21T19:00:00,,
Zone_A,2026-06-21T20:00:00,3.47,2.71
Zone_A,2026-06-21T21:00:00,3.47,1.33
Zone_A,2026-06-21T22:00:00,3.34,3.9
Zone_A,2026-06-21T23:00:00,3.35,
Zone_A,2026-06-22T00:00:00,5000.0,0.21
Zone_A,2026-06-22T01:00:00,2.93,0.52
Zone_A,2026-06-22T02:00:00,2.94,0.07
zone_a,2026-06-22T03:00:00,2.91,0.61
Zone_A,2026-06-22T04:00:00,3.03,2.54
Zone_A,2026-06-22T05:00:00,2.98,1.96
Zone_A,2026-06-22T06:00:00,2.97,1.29
Zone_A,2026-06-22T07:00:00,2.86,0.98
zone_a,2026-06-22T08:00:00,2.64,0.38
Zone_A,2026-06-22T09:00:00,,2.58
Zone_A,2026-06-22T10:00:00,2.66,3.56
Zone_A,2026-06-22T11:00:00,2.59,
Zone_A,2026-06-22T12:00:00,2.97,5.11
zone_a,2026-06-22T13:00:00,2.91,2.26
Zone_A,2026-06-22T14:00:00,2.83,0.66
